БОБРУЙСК|02251|72111,00|72040,00
БОГАТЫЕ САБЫ|84362|0,00|21121,00
БОГДАНОВИЧ|34376|21309,00|22018,00
БОГДАНОВКА|88361|22111,00|22241,00
БОГОДУХОВ|05758|22141,00|0,00
БОГОРОДИЦК|08761|23265,00|22459,00
БОГОРОДСК|83170|31550,00|31036,00
БОГОРОДСКОЕ|42171|52209,00|51777,00
БОГОРОДСКОЕ|83373|11222,00|11108,00
БОГОРОДЧАНЫ|03471|21222,00|21010,00
БОГУСЛАВ|04461|51332,00|51159,00
БОГУЧАР|07361|0,00|51590,00
БОЛГРАД|04846|22222,00|22588,00
БОЛНИСИ|88358|0,00|22165,00
БОЛОГОЕ|08238|22222,00|22888,00
БОЛОТНОЕ|38349|22128,00|22330,00
БОЛХОВ|08640|0,00|21593,00
БОЛЬШАЯ МУРТА|39118|35333,00|35308,00
БОЛЬШЕНАРЫМСКОЕ|32352|0,00|21406,00
БОЛЬШЕРЕЧЬЕ|38169|0,00|92131,00
БОЛЬШИЕ УКИ|38162|0,00|22222,00
БОЛЬШОЙ КАМЕНЬ|42335|92222,00|91444,00
БОЛЬШОЙ УЛУЙ|39159|0,00|21511,00
БОНДАРИ|07534|21222,00|21239,00
БОРЗНА|04653|22222,00|21142,00
БОРИСЛАВ|03248|32222,00|33329,00
БОРИСОВ|01777|32230,00|34440,00
БОРИСОВА ГРИВА|81270|6,00|0,00
БОРИСОВКА|07246|50222,00|51168,00
БОРИСОГЛЕБСК|07354|20933,00|0,00
БОРИСОГЛЕБСКИЙ|08539|21111,00|21189,00
БОРИСПОЛЬ|04495|52999,00|52181,00
БОРОВАЯ|05759|61222,00|61980,00
БОРОВИЧИ|81664|2801,00|2404,00
БОРОВОЕ|31641|0,00|71634,00
БОРОВСК|08438|42222,00|43344,00
БОРОВСКОЙ|31443|92209,00|91706,00
БОРОГОНЦЫ|41161|9111,00|21540,00
БОРОДИНО|39168|0,00|44291,00
БОРОДУЛИХА|32231|91509,00|91500,00
БОРОДЯНКА|04477|52222,00|51359,00
БОРСКОЕ|84667|0,00|21116,00
БОРШОВ|03541|21222,00|21240,00
БРАГИН|02344|21149,00|21304,00
БРАСЛАВ|02153|22222,00|22131,00
БРАТСК|39531|43800,00|41029,00
БРАТСКОЕ|05131|0,00|91424,00
БРЕДЫ|35171|600,00|335,00
БРЕСТ|01622|22222,00|51065,00
БРИЧАНЫ|04247|22222,00|22212,00
БРОВАРЫ|04494|52222,00|54535,00
БРОДЫ|03266|42222,00|51065,00
БРЮХОВЕЦКАЯ|86156|91665,00|91000,00
БРЯНКА|06443|52222,00|50007,00
БРЯНСК|08322|9909111,00|64845,00
БУГУЛЬМА|84314|51644,00|53658,00
БУГУРУСЛАН|35371|24656,00|27561,00
БУДА КОШЕЛЕВО|02336|21037,00|21640,00
БУДЕННОВСК|86559|32415,00|22556,00
БУДОГОШЬ|81268|0,00|0,00
БУЗДЯК|34773|21466,00|21143,00
БУЗУЛУК|35358|22233,00|21430,00
БУИНСК|84369|31208,00|31404,00
БУКА|37157|35222,00|35275,00
БУЛАЕВО|31573|21121,00|22274,00
БУРНОЕ|32635|91566,00|91198,00
БУРШТЫН|03438|0,00|0,00
БУРЫНЬ|05454|91515,00|91430,00
БУСК|03264|91222,00|91237,00
БУСТАН|36158|52222,00|52360,00
БУСТОН|37945|0,00|22111,00
БУТУРЛИНОВКА|07361|20511,00|0,00
БУХАРА|36522|32222,00|31776,00
БУЧАЧ|03544|22222,00|21648,00
БЫКОВО|84495|31222,00|31208,00
БЫСТРОВКА|33135|23195,00|23943,00
БЫСТРЫЙ ИСТОК|38571|22209,00|22464,00
БЫХОВ|02231|22222,00|21533,00
В-АЛЕКСАНДРОВКИ|05574|21222,00|0,00
В-БАГАЧКА|05345|91362,00|91206,00
В-ЛЕПТИХА|05543|22222,00|0,00
В-МИХАЙЛОВКА|04859|21292,00|21171,00
В-НОВОСЕЛКА|06213|91978,00|90222,00
В-РОГАЧИК|05545|0,00|0,00
ВАБКЕНТ|36533|21208,00|21723,00
ВАВОЖ|34155|0,00|21771,00
ВАДИНСК|84142|21222,00|2139,00
ВАДУЛ-ЛУЙ-ВОДЭ|04269|0,00|0,00
ВАЖИНЫ|81265|0,00|0,00
ВАЛГА|01442|0,00|43286,00
ВАЛДАЙ|81666|0,00|21692,00
ВАЛИХАНОВО|31648|21333,00|21333,00
ВАЛКА|01347|22222,00|22408,00
ВАЛКИ|05753|51222,00|51370,00
ВАЛМИЕРА|01342|22222,00|23737,00
ВАЛУЙКИ|07236|32222,00|32525,00
ВАНИНО|42137|51299,00|51243,00
ВАННОВКА|32538|0,00|51180,00
ВАРВА|04636|22222,00|21142,00
ВАРГАШИ|35233|91005,00|91008,00
ВАРДЕНИС|88558|0,00|2123,00
ВАРЕНА|01260|52222,00|51545,00
ВАРНА|35142|22333,00|21242,00
ВАРТЕМЯГИ|81270|5,00|0,00
ВАСИЛЬЕВКА|06175|51351,00|52505,00
ВАСИЛЬКОВ|04471|51351,00|52505,00
ВАСИЛЬКОВКА|05679|22222,00|91045,00
ВАХРУШИ|83334|3,00|0,00
ВАХШ|37746|0,00|3222,00
ВАЧА|83173|0,00|0,00
ВЕДЕНО|87131|0,00|21503,00
ВЕДЫ|88541|24341,00|23943,00
ВЕЙДЕЛЕВКА|07237|55255,00|55334,00
ВЕКИЛЬ-БАЗАР|37058|0,00|0,00
ВЕЛ-БЕРЕЗНЫЙ|03135|21222,00|21389,00
ВЕЛ-ПИСАРЕВКА|05457|51515,00|51530,00
ВЕЛИЖ|08132|41209,00|41535,00
ВЕЛИКИЕ ЛУКИ|81153|50910,00|51240,00
ВЕЛИКИЙ БУРЛУК|05752|52222,00|53232,00
ВЕЛИКИЙ УСТЮГ|81738|22222,00|23435,00
ВЕЛЬСК|81847|24409,00|23282,00
ВЕНГЕРОВО|38369|21809,00|21763,00
ВЕНЕВ|08745|21208,00|21208,00
ВЕНТСПИЛС|01336|22222,00|23100,00
ВЕРЕЩАГИНО|34254|0,00|22480,00
ВЕРТЕМЯГИ|81270|0,00|0,00
ВЕРХ-УСУГЛИ|30264|51399,00|51399,00
ВЕРХ-ЧЕБУЛА|38444|21292,00|21251,00
ВЕРХНЕВИЛЮЙСК|41133|9111,00|21540,00
ВЕРХНЕВОЛЫНСКОЕ|36733|32222,00|32505,00
ВЕРХНЕДВИНСК|02151|21209,00|21407,00
ВЕРХНЕДНЕПРОВСК|05618|32222,00|31649,00
ВЕРХНЕУРАЛЬСК|35160|333,00|291,00
ВЕРХНЕЯРКЕЕВО|34762|21335,00|21335,00
ВЕРХНИЙ МАМОН|07355|0,00|41608,00
ВЕРХНИЙ УСЛОН|84379|0,00|31137,00
ВЕРХНИЙ УФАЛЕЙ|35154|555,00|66,00
ВЕРХНЯЯ ПЫШМА|34368|33999,00|33454,00
ВЕРХОВАЖЬЕ|81759|21025,00|21755,00
ВЕРХОВИНА|03432|21209,00|21111,00
ВЕРХОВЬЕ|08676|0,00|93274,00
ВЕРХОШИЖЕМЬЕ|83350|22222,00|11212,00
ВЕСЕЛИНОВО|05163|92222,00|91108,00
ВЕСЕЛОЕ|06136|22222,00|22799,00
ВЕСЕЛЫЙ|86358|61008,00|61208,00
ВЕСЬЕГОНСК|08264|0,00|21208,00
ВЕТКА|02330|21480,00|21599,00
ВЕШЕНСКАЯ|86311|21800,00|21700,00
ВЕШКАЙМА|84243|22222,00|21600,00
ВЕЩЕВО|81278|0,00|0,00
ВИЖНИЦА|03730|91222,00|91541,00
ВИЗИНГА|82131|95292,00|95144,00
ВИКУЛОВО|34557|21139,00|21034,00
ВИЛЕЙКА|01771|55222,00|54631,00
ВИЛКАВИШКИС|01242|51222,00|52545,00
ВИЛЬНЮС|0122|222222,00|457595,00
ВИЛЬЯНДИ|01443|52009,00|53311,00
ВИЛЮЙСК|41132|9111,00|21505,00
ВИННИЦА|04322|22222,00|21535,00
ВИНОГРАДОВ|03143|22222,00|21535,00
ВИНЬКОВЦЫ|03846|21222,00|21400,00
ВИСКА|05258|92222,00|91131,00
ВИТЕБСК|02122|9909111,00|53199,00
ВИЧУГА|09354|22001,00|2761,00
ВИШНЕВКА|31739|91540,00|91133,00
ВЛАДИВОСТОК|42322|50269,00|27766,00
ВЛАДИМИР|09222|9909111,00|30564,00
ВЛАДИМИР-АЛЕК|42365|0,00|91275,00
ВЛАДИМИР-ВОЛЫНС|03342|22222,00|23227,00
ВЛАДИМИРЕЦ|03634|22222,00|25351,00
ВОЖЕГА|81744|21594,00|21181,00
ВОЗВЫШЕНКА|31568|21204,00|21204,00
ВОЗНЕСЕНСК|05134|43732,00|42444,00
ВОЗНЕСЕНЬЕ|81265|0,00|0,00
ВОЙСКОВИЦЫ|81271|0,00|0,00
ВОЙСКОРОВО|81261|0,00|0,00
ВОЛГОГРАД|8442|330301,00|335599,00
ВОЛГОДОНСК|86392|22209,00|22528,00
ВОЛГОРЕЧЕНСК|09453|21759,00|21756,00
ВОЛЖСК|83631|22222,00|21082,00
ВОЛЖСКИЙ|84459|52222,00|44277,00
ВОЛКОВЫСК|01512|42740,00|42599,00
ВОЛНОВАХА|06214|0,00|0,00
ВОЛОВО-ЛИПЕЦК|07473|21109,00|21100,00
ВОЛОВО-ТУЛА|08768|21208,00|21547,00
ВОЛОГДА|81722|22222,00|24555,00
ВОЛОДАР-ВОЛЫНСК|04145|22222,00|21293,00
ВОЛОДАРКА|04469|50249,00|51374,00
ВОЛОДАРСКИЙ|85112|91109,00|91178,00
ВОЛОДАРСКОЕ-ДОН|06216|91000,00|91363,00
ВОЛОДАРСКОЕ-КОК|31631|0,00|21333,00
ВОЛОЖИН|01772|55555,00|55290,00
ВОЛОКАЛАМСК|09636|21515,00|0,00
ВОЛОКОНОВКА|07235|50007,00|55551,00
ВОЛОСОВО|81273|21090,00|21902,00
ВОЛОЧИНСК|03845|21222,00|21570,00
ВОЛУЙКИ|07236|55222,00|55059,00
ВОЛХОВ|81263|11077,00|12575,00
ВОЛЧАНСК|05741|22222,00|23588,00
ВОЛЧИХА|38565|22209,00|22406,00
ВОЛЫНСК|03342|21222,00|23227,00
ВОЛЬНО-НАДЕЖДИН|42334|92342,00|92444,00
ВОЛЬНЯНСК|06143|22222,00|22099,00
ВОЛЬСК|84593|33410,00|24140,00
ВОРКУТА|82151|44687,00|41308,00
ВОРОБЬЕВКА|07356|20522,00|31191,00
ВОРОНЕЖ|0732|522222,00|553485,00
ВОРОНОВО-ВОЛХОВ|81263|5,00|0,00
ВОРОНОВО-ГРОДНО|01594|21222,00|21350,00
ВОРОТЫНЕЦ|83164|21222,00|21105,00
ВОСЕ|37711|22222,00|22023,00
ВОСКРЕСЕНСК|09644|23373,00|23348,00
ВОСКРЕСЕНСК|845ВР|0,00|0,00
ВОТКИНСК|34145|22262,00|22165,00
ВРАДНЕВКА|05135|91222,00|91275,00
ВСЕВОЛЖСК|81270|24344,00|24222,00
ВУАДИЛЬ|37335|21222,00|21555,00
ВУКТЫЛ|82146|91443,00|91443,00
ВУЛКАНЕШТЫ|04253|22222,00|22651,00
ВУРНАРЫ|83561|22222,00|21776,00
ВЫБОРГ|81278|22502,00|23997,00
ВЫГОНИЧИ|08341|21222,00|21508,00
ВЫКСА|83177|32222,00|30340,00
ВЫЛЬГОРТ|82130|71292,00|71209,00
ВЫРИЦА|81271|0,00|0,00
ВЫРУ|01441|20009,00|21098,00
ВЫСЕЛКИ|86157|29292,00|29844,00
ВЫСКАТКА|81274|0,00|0,00
ВЫСОКАЯ ГОРА|84365|0,00|687,00
ВЫСОКОПОЛЬЕ|05575|22222,00|21681,00
ВЫСОЦК|81278|5,00|0,00
ВЫТЕГРА|81746|22222,00|21531,00
ВЫШГОРОД|04496|0,00|14350,00
ВЫШНИЙ ВОЛОЧЕК|08233|0,00|11186,00
ВЯЗЕМСКИЙ|42153|0,00|31108,00
ВЯЗНИКИ|09233|22222,00|21545,00
ВЯЗЬМА|08131|42292,00|42834,00
ВЯТСКИЕ ПОЛЯНЫ|83354|22222,00|21943,00
ГАВРИЛОВ-ПОСАД|09355|22222,00|21127,00
ГАВРИЛОВ-ЯМ|08534|469,00|211,00
ГАВРИЛОВКА|07551|0,00|22987,00
ГАВРИЛОВО|81278|5,00|0,00
ГАГАРИН-ДЖИЗАК|37232|22222,00|22166,00
ГАГАРИН-СМОЛЕНК|08135|41209,00|41535,00
ГАГРЫ|88132|0,00|40326,00
ГАДЯЧ|05354|23222,00|21511,00
ГАЗАКЕНТ|37174|22222,00|21385,00
ГАЙВОРОН|05254|22222,00|21701,00
ГАЙСИН|04394|82222,00|82121,00
ГАЛААСИЯ|36554|25208,00|25555,00
ГАЛИЧ-И-ФРАНКОВ|03431|21222,00|21160,00
ГАЛИЧ-КОСТРОМА|09437|77375,00|77248,00
ГАЛЯАРАЛ|37243|0,00|21108,00
ГАНЦЕВИЧИ|01646|22222,00|21531,00
ГАРГЖДАЙ|01240|52222,00|53344,00
